"","agency_name","position_title","attorney","employer","start_date","end_date","title","notes"
"14017","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","University of Cincinnati",NA,NA,"As a professor I am responsible for leading research into the safety of a variety of chemicals, improving methods for assessment and educating students, other scientists and the general public on risk issues.",NA
"14018","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","Toxicology Excellence for Risk Assessment",NA,NA,"As the Director and President,  I was responsible for leading research into the safety of a variety of chemicals, improving methods for assessment and educating other scientists and the general public on risk issues.",NA
"14019","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","North American Flame Retardant Alliance",NA,NA,"As a member of a diverse science advisory committee, I was responsible for advising NAFRA on risk issues associated with flame retardant chemicals and publishing relevant research.",NA
"14020","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","University of Cincinnati",NA,NA,"Professor",NA
"14021","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","Toxicology Excellence for Risk Assessment",NA,NA,"President",NA
"14022","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","North American Flame Retardant Alliance",NA,NA,"Member, Science Advisory Council",NA
"14023","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","Toxicology Education Foundation",NA,NA,"President",NA
"14024","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","Dourson, Dourson and Fowler, a General Partnership owning undeveloped land",NA,NA,"General Partner",NA
"14025","Environmental Protection Agency","Assistant Administrator for Chemical Safety and Pollution Prevention","Michael Dourson","Toxicology Forum",NA,NA,"Secretary",NA
"14026","Defense","Special Assistant, Office of the Assistant Secretary of Defense for Public Affairs","Jonathan Lloyd Ullyot","",2017,2017,"",NA
"14027","Health and Human Services","Advisor, Administration for Children and Families","Natalie Goodnow","Wisconsin Institute for Law and Liberty",2018,NA,"Research policy issues including child welfare, education, and economic opportunity, and produce reports and op-eds.",NA
"14028","Health and Human Services","Advisor, Administration for Children and Families","Natalie Goodnow","Wisconsin Institute for Law and Liberty",2018,NA,"Research fellow",NA
"14029","Health and Human Services","Advisor, Administration for Children and Families","Natalie Goodnow","Lutheran Services in America",2018,NA,"Member engagement summer fellow",NA
"14030","Health and Human Services","Advisor, Administration for Children and Families","Natalie Goodnow","Harvard University",2018,NA,"Research assistant",NA
"14031","Commerce","Senior Advisor, International Trade Administration","Tim C. Wang","Hudson Institute",2017,2017,"",NA
"14032","Commerce","Senior Advisor, International Trade Administration","Tim C. Wang","The Heritage Foundation",2017,2017,"",NA
"14033","Commerce","Senior Advisor, International Trade Administration","Tim C. Wang","Hudson Institute",2017,2017,"Program Manager",NA
"14034","Commerce","Senior Advisor, International Trade Administration","Tim C. Wang","The Heritage Foundation",2017,2017,"Program Manager",NA
"14035","Commerce","Senior Advisor, International Trade Administration","Tim C. Wang","Asian/Pacific Islander American Chamber of Commerce and Entrepreneurship (ACE)",2017,2017,"consultant",NA
"14036","Treasury","Confidential Assistant","Taylor P. Weyeneth","",2017,NA,"",NA
"14037","Treasury","Deputy Assistant Secretary, Cybersecurity and Critical Infrastructure Protection and Compliance Policy, Department of the Treasury","David Brand Lacquement","",2018,NA,"",NA
"14038","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Alliance Data Systems",2017,2019,"O'Rourke & Nappi client",NA
"14039","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","International Game Technologies",2017,2019,"O'Rourke & Nappi Client",NA
"14040","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","First American Financial Corp",2017,2019,"O'Rourke & Nappi Client",NA
"14041","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","O'Rourke & Nappi, LLP",2017,2019,"Attorney at Law",NA
"14042","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","H&R Block",2017,2019,"O'Rouke & Nappi client",NA
"14043","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","L Brands",2017,2019,"O'Rouke & Nappi client",NA
"14044","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Lazard Freres & Co",2017,2019,"O'Rouke & Nappi client",NA
"14045","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Loan Syndication and Trading Association",2017,2019,"O'Rouke & Nappi client",NA
"14046","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Love's Travel Stops & Country Stores",2017,2019,"O'Rouke & Nappi client",NA
"14047","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Medical Device Manufactures Association",2017,2019,"O'Rouke & Nappi client",NA
"14048","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","National Marine Manufacturers Associaiton",2017,2019,"O'Rouke & Nappi client",NA
"14049","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Travelers Company",2017,2019,"O'Rouke & Nappi client",NA
"14050","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Wine & Spirits Wholesalers of America",2017,2019,"O'Rouke & Nappi client",NA
"14051","Treasury","Deputy Assistant Secretary for Legislative Affairs (Tax and Budget)","Bradley Rolison \Brad\"" Bailey""","Brighthouse Financial",2017,2019,"O'Rourke & Nappi client",NA
"14052","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Missouri State University",2017,NA,"Per-Course Faculty/Professor",NA
"14053","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","ALEX-Alternative Experts, LLC",2017,NA,"Consultant",NA
"14054","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","National Institute for Public Policy",2017,NA,"Consultant",NA
"14055","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Shortwaver Consulting, LLC",2017,NA,"President & Chief Executive Officer and Sole Proprietor",NA
"14056","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Missouri State University",2017,NA,"Per-Course Faculty",NA
"14057","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Gerson Lehrman Group",2017,NA,"Council Member",NA
"14058","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Renaissance Strategic Advisors",2017,NA,"Senior Advisor",NA
"14059","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Eagle Horizon Group",2017,NA,"Consultant",NA
"14060","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Maven Research, Inc.",2017,NA,"Member",NA
"14061","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Wikistrat, Inc.",2017,NA,"Senior Analyst",NA
"14062","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Dezenhall Resources, Ltd",2017,NA,"Consultant",NA
"14063","Defense","Principal Deputy Under Secretary for Policy","David Trachtenberg","Center for Strategic and International Studies",2017,NA,"consultant",NA
"14064","Commerce","Deputy Chief Communications Officer for Strategic Communications, Patent and Trademark Office","Christopher Shipp","Pioneer Solutions, LLC",2017,NA,"Owner",NA
"14065","Commerce","Deputy Chief Communications Officer for Strategic Communications, Patent and Trademark Office","Christopher Shipp","Montana Republican Party",2017,NA,"Executive Director",NA
"14066","Energy","Public Affairs Specialist","Sarah Habansky","Illinois Technology Association",2017,NA,"Vice President",NA
"14067","Energy","Public Affairs Specialist","Sarah Habansky","Donald J. Trump for President, Inc.",2017,NA,"Lead Advance",NA
"14068","Energy","Public Affairs Specialist","Sarah Habansky","Trump for America, Inc.",2017,NA,"Lead Advance",NA
"14069","Energy","Public Affairs Specialist","Sarah Habansky","Independent Consultant",2017,NA,"Consultant",NA
"14070","Energy","Special Assistant, Office of Economic Impact and Diversity","Kelly Yvonne Mitchell","Multi-Automatic Tool & Supply Co.",2017,NA,"Inside sales executive/office management",NA
"14071","Energy","Special Assistant, Office of Economic Impact and Diversity","Kelly Yvonne Mitchell","Multi-Automatic Tool & Supply Co.",2017,NA,"Sales Executive",NA
"14072","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Wilson Sonsini",NA,NA,"consultancy services",NA
"14073","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","ERS Consulting for the University of Arizona",NA,NA,"consultancy services",NA
"14074","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Constellation Energy",NA,NA,"consultancy services",NA
"14075","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Navista,Inc.",NA,NA,"consultancy services",NA
"14076","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Sand County Foundation",NA,NA,"consultancy services",NA
"14077","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Holland & Knight LLP",NA,NA,"consultancy services",NA
"14078","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","George Washington University",NA,NA,"consultancy services",NA
"14079","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Earth and Water Group (environmental law firm and consultancy)",NA,NA,"consultancy services",NA
"14080","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Alex A. Beehler & Co., LLC",NA,NA,"consultancy services",NA
"14081","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Alex A. Beehler & Co., LLC",NA,NA,"President",NA
"14082","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","TechLaw Holdings",NA,NA,"member of the board",NA
"14083","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","LandCAN(formerly Resources First Foundation)",NA,NA,"Uncompensate d member of board",NA
"14084","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Imagine Schools",NA,NA,"Uncompensate d member of board",NA
"14085","Defense","Assistant Secretary of the Army for Installations, Energy and Environment","Alex A. Beehler","Father's Residuary Trust",NA,NA,"Trustee",NA
"14086","Health and Human Services","Assistant Secretary for Aging and Administrator, Administration for Community Living","Lance Allen Robertson","Oklahoma Department of Human Services",2017,NA,"Director of Aging Services",NA
"14087","Health and Human Services","Assistant Secretary for Aging and Administrator, Administration for Community Living","Lance Allen Robertson","Oklahoma Public Employees Association PAC",2017,NA,"Trustee",NA
"14088","Health and Human Services","Assistant Secretary for Aging and Administrator, Administration for Community Living","Lance Allen Robertson","YMCA",2017,NA,"Council Member",NA
"14089","Health and Human Services","Assistant Secretary for Aging and Administrator, Administration for Community Living","Lance Allen Robertson","National Association of States United for Aging and Disabilities",2017,NA,"Board Member",NA
