id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
125,Хайрюзов Игорь Валерьевич,Hayryuzov Igor Valeievich,старший помощник Генерального прокурора по особым поручениям,Assistant Prosecutor General for Special Assignments,Генеральная прокуратура,General prosecutor's Office,2017,male,,,,,,,Иркутский государственный университет,Irkutsk State University,,специалист,specialist,Прокуратура Иркутской области,The Prosecutor's Office of Irkutsk region,Иркутская область,Irkutsk region,,,,,,,,"4 002 108,00","2 918 966,00",1,,,
180,,,,,,,,,,,,,,,,,,,,Прокуратура Саха (Якутия),Saha prosecutor's office (Iakutiia),Саха (Якутия),Saha (Iakutiia),2006,2017,Прокурор региона,region prosecutor,,,,,,,,,
20,Ханько Андрей Викторович,Hanko Andrey Viktorovich,Прокурор региона,region prosecutor,Ивановская область,Ivanovo region,2012,male,1964,56,Хабаровский край,Khabarovsk region,Хабаровск,Khabarovsk,Московский государственный юридический университет (Всесоюзный юридический заочный институт),Moscow State Law University (All-Union Correspondence Institute of Law),1989,кандидат юридических наук,Candidate of Legal Sciences,Хабаровская транспортная прокуратура,Khabarovsk transport prosecutor's office,Хабаровский край,Khabarovsk region,1990,1993,Старший помощник прокурора,Senior Assistant Attorney,,,https://zampolit.com/upload/iblock/6af/6af7bfacd7990777a0078f918f3f6b05.jpg,"2 779 143,69",,,1,,
24,Хлопушин Сергей Николаевич,Khlopushin Sergey Nikolaevich,Прокурор региона,region prosecutor,Калининградская область,Kaliningrad region,2017,male,1958,62,Горьковская (Нижегородская) область,Gorky (Nizhny Novgorod) region,"Уренский район, Климово","Uren, Klimovo",Саратовская государственная академия права (Саратовский юридический институт),Saratov State Academy of Law (Saratov Law Institute),1983,специалист,specialist,Прокуратура Ставропольского края,The prosecutor's office of the Stavropol Territory,Ставропольский край,Stavropol region,1983,1994,Старший помощник прокурора Кировского района ,Senior Assistant Attorney Kirov region,,1,https://whoiswhopersona.info/wp-content/uploads/2016/11/%D0%A5%D0%BB%D0%BE%D0%BF%D1%83%D1%88%D0%B8%D0%BD-%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9-%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87-1.jpg,"3 121 471,88","4 203 859,83",,1,,
182,,,,,,,,,,,,,,,,,,,,Прокуратура Ленинградской области,The prosecutor's office of the Leningrad Region,Ленинградская область,Leningrad region,2012,2017,прокурор Гатчины,Gatchina Attorney,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Южном федеральном округе,General Prosecutor's Office of the Southern Federal District,Ставропольский край,Stavropol region,2017,2019,начальник отдела,Head of Department,,,,,,,,,
54,Хорошев Яков Евгеньевич,Khoroshev Yakov Evgenievich,Прокурор региона,region prosecutor,Новосибирская область,Novosibirsk region,2019,male,1956,64,Астраханская область,Astrakhan region,,,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1978,специалист,specialist,Прокуратура Бурятии,The Prosecutor's Office of Buryatia,Бурятия,Buryatia,1980,2009,Старший помощник прокурора региона,Senior Assistant Attorney region,,,https://ruspekh.ru/images/avatar/46028.jpg?actual=2019-02-10_22:10:34,"6 252 709,03","425 102,33",1,,,
146,Хохлов Юрий Павлович,Khokhlov Yuri Pavlovich,начальник управления,Head of Department,Генеральная прокуратура,General prosecutor's Office,2013,male,1956,64,Казахстан,Kazakhstan,Красный Кардон Чистопольского района,Krasny Cardon Chistopol region,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1984,специалист,specialist,Прокуратура Хабаровского края,The prosecutor's office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,1984,2006,начальник следственного управления,Head Investigation Department,,,https://whoiswhopersona.info/wp-content/uploads/2017/05/%D0%A5%D0%BE%D1%85%D0%BB%D0%BE%D0%B2-%D0%AE%D1%80%D0%B8%D0%B9-%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87.jpg,"3 994 883,00",,1,,,
184,,,,,,,,,,,,,,,,,,,,Прокуратура Свердловской области,The prosecutor's office of the Sverdlovsk region,Свердловская область,Sverdlovsk region,2007,2008,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,Свердловская область,Sverdlovsk region,2008,2009,,,,,,,,,,,
